Date,Source,Contact,Contact Group,Description,Description_Clean,Category,Match_Score,Matched_Rule,Auto_Approved,Suggestion_1,Suggestion_2,Suggestion_3
20 Jul 2023,Spend Money,Queenwood Golf Club,,Queenwood Golf Club,queenwood golf club,Golf expenses,100.0,queenwood golf club,True,,,
22 Aug 2023,Spend Money,Sunningdale Golf Club,,Sunningdale Golf Club,sunningdale golf club,"Golf expenses - 50% BU, 3057 - Golf expenses",100.0,sunningdale golf club,True,,,
10 Oct 2023,Spend Money,Queenwood Golf Club,,Queenwood Golf Club,queenwood golf club,Golf expenses,100.0,queenwood golf club,True,,,
10 Oct 2023,Spend Money,Sunningdale Golf Club,,Sunningdale Golf Club,sunningdale golf club,"Golf expenses - 50% BU, 3057 - Golf expenses",100.0,sunningdale golf club,True,,,
13 Oct 2023,Spend Money,Sunningdale Golf Club,,Sunningdale Golf Club,sunningdale golf club,"Golf expenses - 50% BU, 3057 - Golf expenses",100.0,sunningdale golf club,True,,,
10 Nov 2023,Spend Money,Sunningdale Golf Club,,Sunningdale Golf Club,sunningdale golf club,"Golf expenses - 50% BU, 3057 - Golf expenses",100.0,sunningdale golf club,True,,,
08 Dec 2023,Spend Money,Sunningdale Golf Club,,Sunningdale Golf Club,sunningdale golf club,"Golf expenses - 50% BU, 3057 - Golf expenses",100.0,sunningdale golf club,True,,,
18 Dec 2023,Spend Money,G7 Clichy,,G7 Clichy,g7 clichy,Overseas Travelling,100.0,g7 clichy,True,,,
02 Jan 2024,Spend Money,Hotel Montalembert Paris,,Hotel Montalembert Paris,hotel montalembert paris,Subsistence,100.0,hotel montalembert paris,True,,,
08 Jan 2024,Spend Money,Cartier Et Cie,,Cartier Et Cie,cartier et cie,Overseas Entertainment,100.0,cartier et cie,True,,,
07 Feb 2024,Spend Money,La Halle Aux Grains,,La Halle Aux Grains,la halle aux grains,Subsistence,100.0,la halle aux grains,True,,,
12 Mar 2024,Spend Money,WATERSTONES LONDON,,WATERSTONES LONDON,waterstones london,Subsistence,100.0,waterstones london,True,,,
09 Apr 2024,Spend Money,TOTTENHAM,,TOTTENHAM,tottenham,Subsistence,100.0,tottenham,True,,,
08 May 2024,Spend Money,Coffee Boxx,,Coffee Boxx,coffee boxx,Subsistence,100.0,coffee boxx,True,,,
10 Jun 2024,Spend Money,PATKINS NEWS,,PATKINS NEWS,patkins news,Subsistence,100.0,patkins news,True,,,
09 Jul 2024,Spend Money,Bone Daddies,,Bone Daddies,bone daddies,Subsistence,100.0,bone daddies,True,,,
08 Aug 2024,Spend Money,Shake Shack,,Shake Shack,shake shack,U.K. Entertainment,100.0,shake shack,True,,,
09 Sep 2024,Spend Money,Lavelle Coffee,,Lavelle Coffee,lavelle coffee,Subsistence,100.0,lavelle coffee,True,,,
09 Sep 2024,Spend Money,INDUSTRIE PIZZERIA,,INDUSTRIE PIZZERIA,industrie pizzeria,Subsistence,100.0,industrie pizzeria,True,,,
30 Sep 2024,Spend Money,INDUSTRIE PIZZERIA,,INDUSTRIE PIZZERIA,industrie pizzeria,Subsistence,100.0,industrie pizzeria,True,,,
08 Oct 2024,Spend Money,INDUSTRIE PIZZERIA,,INDUSTRIE PIZZERIA,industrie pizzeria,Subsistence,100.0,industrie pizzeria,True,,,
08 Nov 2024,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
04 Dec 2024,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
09 Dec 2024,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
16 Dec 2024,Spend Money,Booking.com,,Booking.com,bookingcom,Travelling,100.0,bookingcom,True,,,
02 Jan 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
08 Jan 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
11 Feb 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
11 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
29 May 2022,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
29 May 2022,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
29 May 2022,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
29 May 2022,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
11 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
13 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
14 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
14 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
18 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
20 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
27 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
29 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
29 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
29 Mar 2025,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
24 Aug 2023,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
31 Aug 2023,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
05 Sep 2023,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
07 Sep 2023,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
07 Sep 2023,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
12 Dec 2023,Spend Money,Flight Centre,,Flight Centre,flight centre,Overseas Travelling,100.0,flight centre,True,,,
12 Dec 2023,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
12 Dec 2023,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
19 Feb 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
19 Feb 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
20 Feb 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
21 Feb 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
21 Feb 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
23 Feb 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
01 Mar 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
08 Mar 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
14 Mar 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
14 Mar 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
18 Mar 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
19 Mar 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
21 Mar 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
09 Apr 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
31 May 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
31 May 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
31 May 2024,Spend Money,Scarlet Violet,,SCARLET & VIOLET LIMITED,scarlet violet limited,"Flowers - 50% BU, 3050 - Drawings, 2202 - VAT Liability",100.0,scarlet violet limited,True,,,
05 Jun 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
07 Jun 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
18 Jun 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
11 Jan 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
29 Feb 2024,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
06 Apr 2021,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
10 May 2021,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
23 Jul 2021,Spend Money,Scarlet Violet,,Scarlet Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
10 Aug 2021,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
08 Sep 2021,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
11 Oct 2021,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
08 Nov 2021,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
21 Dec 2021,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
17 Jan 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
11 Feb 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
10 May 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
05 Jul 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
17 Aug 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
21 Sep 2022,Spend Money,Burke Williams,,Burke Williams,burke williams,Gifts,100.0,burke williams,True,,,
11 Oct 2022,Spend Money,Burke Williams,,Burke Williams,burke williams,Gifts,100.0,burke williams,True,,,
09 Nov 2022,Spend Money,The Bottle Club,,The Bottle Club,the bottle club,Gifts,100.0,the bottle club,True,,,
13 Dec 2022,Spend Money,WH Smith,,WH Smith,wh smith,U.K. Entertainment,100.0,wh smith,True,,,
11 Jan 2023,Spend Money,WH Smith,,WH Smith,wh smith,U.K. Entertainment,100.0,wh smith,True,,,
08 Feb 2023,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
15 May 2023,Spend Money,Groupgreetings,,Groupgreetings,groupgreetings,Gifts,100.0,groupgreetings,True,,,
20 Jul 2023,Spend Money,JC Meade Limited,,JC Meade Limited,jc meade limited,Gifts,100.0,jc meade limited,True,,,
18 Aug 2023,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
20 Sep 2023,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
10 Nov 2023,Spend Money,Scarlet & Violet,,Scarlet & Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
18 Dec 2023,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
24 Mar 2021,Spend Money,Floom.com,,Floom.com,floomcom,Gifts,100.0,floomcom,True,,,
20 Apr 2021,Spend Money,Aesop,,Aesop,aesop,Gifts,100.0,aesop,True,,,
20 Apr 2021,Spend Money,John Lewis,,John Lewis,john lewis,Gifts,100.0,john lewis,True,,,
20 Apr 2021,Spend Money,Fortnum and Mason,,Fortnum and Mason,fortnum and mason,Gifts,100.0,fortnum and mason,True,,,
20 Apr 2021,Spend Money,John Lewis,,John Lewis,john lewis,Gifts,100.0,john lewis,True,,,
20 Apr 2021,Spend Money,Platform 9,,Platform 9,platform 9,Gifts,100.0,platform 9,True,,,
18 May 2021,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
08 Jun 2021,Spend Money,Groupgreetings,,Groupgreetings,groupgreetings,Gifts,100.0,groupgreetings,True,,,
08 Jun 2021,Spend Money,Scarlet & Violet,,Scarlet & Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
25 Jun 2021,Spend Money,Harrods Limited,,Harrods Limited,harrods limited,"Office Equip additions, 2202 - VAT control",100.0,harrods limited,True,,,
29 Jul 2021,Spend Money,Rapha Racing,,Rapha Racing,rapha racing,Gifts,100.0,rapha racing,True,,,
29 Jul 2021,Spend Money,Liberty Retail,,Liberty Retail,liberty retail,Gifts,100.0,liberty retail,True,,,
11 Aug 2021,Spend Money,Prada,,Prada,prada,Gifts,100.0,prada,True,,,
11 Aug 2021,Spend Money,Eleanor Campbell,,Eleanor Campbell,eleanor campbell,Gifts,100.0,eleanor campbell,True,,,
11 Aug 2021,Spend Money,Liberty Retail,,Liberty Retail,liberty retail,Gifts,100.0,liberty retail,True,,,
24 Aug 2021,Spend Money,Scarlet & Violet,,Scarlet & Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
26 Aug 2021,Spend Money,M&R Morton,,M&R Morton,mr morton,Gifts,100.0,mr morton,True,,,
16 Sep 2021,Spend Money,Harrods Limited,,Harrods Limited,harrods limited,"Office Equip additions, 2202 - VAT control",100.0,harrods limited,True,,,
01 Nov 2021,Spend Money,Scarlet & Violet,,Scarlet & Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
01 Nov 2021,Spend Money,Soho Wine,,Soho Wine,soho wine,Gifts,100.0,soho wine,True,,,
01 Nov 2021,Spend Money,Scribbler,,Scribbler,scribbler,Gifts,100.0,scribbler,True,,,
04 Nov 2021,Spend Money,Scarlet & Violet,,Scarlet & Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
22 Nov 2021,Spend Money,Fortitude Bakehouse,,Fortitude Bakehouse,fortitude bakehouse,Gifts,100.0,fortitude bakehouse,True,,,
12 Dec 2021,Spend Money,Printed.com,,Printed.com,printedcom,Gifts,100.0,printedcom,True,,,
12 Dec 2021,Spend Money,Grace & Thorn,,Grace & Thorn,grace thorn,Gifts,100.0,grace thorn,True,,,
15 Dec 2021,Spend Money,Grace & Thorn,,Grace & Thorn,grace thorn,Gifts,100.0,grace thorn,True,,,
18 Dec 2021,Spend Money,Waterstone's,,Waterstone's,waterstones,U.K. Entertainment,100.0,waterstones,True,,,
20 Dec 2021,Spend Money,Waterstone's,,Waterstone's,waterstones,U.K. Entertainment,100.0,waterstones,True,,,
07 Jan 2022,Spend Money,Green envelope,,Green envelope,green envelope,Gifts,100.0,green envelope,True,,,
17 Feb 2022,Spend Money,Hotel Chocolat,,Hotel Chocolat,hotel chocolat,Gifts,100.0,hotel chocolat,True,,,
09 May 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
11 Jun 2022,Spend Money,John Lewis,,John Lewis,john lewis,Gifts,100.0,john lewis,True,,,
14 Jun 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
28 Jun 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
30 Jun 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
04 Jul 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
26 Jul 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
03 Aug 2022,Spend Money,Scarlet & Violet,,Scarlet & Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
27 Aug 2022,Spend Money,Plant Shed,,Plant Shed,plant shed,Gifts,100.0,plant shed,True,,,
25 Sep 2022,Spend Money,Zeze Choice Flowers,,Zeze Choice Flowers,zeze choice flowers,Gifts,100.0,zeze choice flowers,True,,,
07 Oct 2022,Spend Money,Uber Eats,,Uber Eats,uber eats,U.K. Entertainment,100.0,uber eats,True,,,
09 Nov 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
09 Nov 2022,Spend Money,The Noble Collection,,The Noble Collection,the noble collection,Gifts,100.0,the noble collection,True,,,
21 Nov 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
22 Nov 2022,Spend Money,"LuckyChap Entertainment, Inc.",,"LuckyChap Entertainment, Inc.",luckychap entertainment inc,Gifts,100.0,luckychap entertainment inc,True,,,
25 Nov 2022,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
13 Dec 2022,Spend Money,SP Sren Solkr,,SP Sren Solkr,sp sren solkr,Gifts,100.0,sp sren solkr,True,,,
13 Dec 2022,Spend Money,Rakutenpay Barnakagawa,,Rakutenpay Barnakagawa,rakutenpay barnakagawa,U.K. Entertainment,100.0,rakutenpay barnakagawa,True,,,
15 Dec 2022,Spend Money,Utsuwakaede,,Utsuwakaede,utsuwakaede,Gifts,100.0,utsuwakaede,True,,,
15 Dec 2022,Spend Money,Amazon,,Amazon,amazon,"Office Equipment, 2202 - VAT control",100.0,amazon,True,,,
16 Dec 2022,Spend Money,Scribbler,,Scribbler,scribbler,Gifts,100.0,scribbler,True,,,
16 Dec 2022,Spend Money,Groupgreetings,,Groupgreetings,groupgreetings,Gifts,100.0,groupgreetings,True,,,
17 Feb 2023,Spend Money,Memento Flowers,,Memento Flowers,memento flowers,Gifts,100.0,memento flowers,True,,,
01 Mar 2023,Spend Money,Groupgreetings,,Groupgreetings,groupgreetings,Gifts,100.0,groupgreetings,True,,,
01 Mar 2023,Spend Money,NBC Universal,,NBC Universal,nbc universal,Universal (4001),100.0,nbc universal,True,,,
02 Mar 2023,Spend Money,Groupgreetings,,Groupgreetings,groupgreetings,Gifts,100.0,groupgreetings,True,,,
10 Mar 2023,Spend Money,Groupgreetings,,Groupgreetings,groupgreetings,Gifts,100.0,groupgreetings,True,,,
28 Mar 2023,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
29 Mar 2023,Spend Money,Groupgreetings,,Groupgreetings,groupgreetings,Gifts,100.0,groupgreetings,True,,,
02 May 2023,Spend Money,Groupgreetings,,Groupgreetings,groupgreetings,Gifts,100.0,groupgreetings,True,,,
14 May 2023,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
17 May 2023,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
02 Jun 2023,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
26 Jun 2023,Spend Money,JUNO MEDIA LIMITED LONDON,,JUNO MEDIA LIMITED LONDON,juno media limited london,Gifts,100.0,juno media limited london,True,,,
27 Jul 2023,Spend Money,Scarlet & Violet,,Scarlet & Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
31 Jul 2023,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
11 Aug 2023,Spend Money,Food and Wine Ltd,,Food and Wine Ltd,food and wine ltd,Gifts,100.0,food and wine ltd,True,,,
06 Oct 2023,Spend Money,Food and Wine Ltd,,Food and Wine Ltd,food and wine ltd,Gifts,100.0,food and wine ltd,True,,,
03 Nov 2023,Spend Money,POP-UP AT 47,,POP-UP AT 47,popup at 47,Gifts,100.0,popup at 47,True,,,
19 Nov 2023,Spend Money,Group Greeting,,Group Greeting,group greeting,Gifts,100.0,group greeting,True,,,
19 Nov 2023,Spend Money,SP SCARLET VIOLET,,SP SCARLET VIOLET,sp scarlet violet,Gifts,100.0,sp scarlet violet,True,,,
08 Dec 2023,Spend Money,Metro Imaging Limited,,Metro Imaging Limited,metro imaging limited,Gifts,100.0,metro imaging limited,True,,,
08 Dec 2023,Spend Money,Scarlet & Violet,,Scarlet & Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
15 Feb 2024,Spend Money,Scarlet & Violet,,Scarlet & Violet,scarlet violet,Gifts,100.0,scarlet violet,True,,,
28 Mar 2024,Spend Money,Botanique,,Botanique,botanique,"Carriage, 7409 - Gifts, 2202 - VAT control",100.0,botanique,True,,,
30 May 2024,Spend Money,Printed.com,,Printed.com,printedcom,Gifts,100.0,printedcom,True,,,
06 Jun 2024,Spend Money,Scribbler,,Scribbler,scribbler,Gifts,100.0,scribbler,True,,,
25 Jun 2024,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
25 Jun 2024,Spend Money,Scribbler,,Scribbler,scribbler,Gifts,100.0,scribbler,True,,,
28 Jun 2024,Spend Money,Flowerbx,,Flowerbx,flowerbx,U.K. Entertainment,100.0,flowerbx,True,,,
19 Jul 2024,Spend Money,FEVER UK,,FEVER UK,fever uk,Events,100.0,fever uk,True,,,
23 Jul 2024,Spend Money,Snappy Snaps,,Snappy Snaps,snappy snaps,Printing,100.0,snappy snaps,True,,,
14 Aug 2024,Spend Money,Printed.com,,Printed.com,printedcom,Gifts,100.0,printedcom,True,,,
27 Aug 2024,Receive Money,Printed.com,,Printed.com,printedcom,Gifts,100.0,printedcom,True,,,
27 Aug 2024,Spend Money,Eat your Photo,,Eat your Photo,eat your photo,Printing,100.0,eat your photo,True,,,
02 Sep 2024,Spend Money,Argos,,Argos,argos,Printing,100.0,argos,True,,,
20 Sep 2024,Spend Money,Amazon,,Amazon,amazon,"Office Equipment, 2202 - VAT control",100.0,amazon,True,,,
25 Sep 2024,Receive Money,Aperture Printing,,Aperture Printing,aperture printing,Miscellaneous Expenses,100.0,aperture printing,True,,,
05 Oct 2024,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
05 Oct 2024,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
16 Dec 2024,Spend Money,USCustoms,,USCustoms,uscustoms,Overseas Travelling,100.0,uscustoms,True,,,
30 Jan 2025,Spend Money,FedEx Express,,Fedex,fedex,Postage and Carriage,100.0,fedex,True,,,
08 Feb 2025,Spend Money,Pitney Bowes Finance Limited,,Pitney Bowes Finance Limited,pitney bowes finance limited,Postage and Carriage,100.0,pitney bowes finance limited,True,,,
25 Mar 2025,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
28 Mar 2025,Spend Money,Royal Mail,,Royal Mail,royal mail,Postage and Carriage,100.0,royal mail,True,,,
09 Feb 2024,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
26 Apr 2022,Spend Money,Selfridges,,Selfridges,selfridges,U.K. Entertainment,100.0,selfridges,True,,,
08 Dec 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
14 Dec 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
09 Feb 2023,Spend Money,UPS,,UPS,ups,Postage and Carriage,100.0,ups,True,,,
21 Feb 2023,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
21 Jul 2023,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
28 Jun 2024,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
24 Aug 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
25 Nov 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
25 Nov 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
03 Feb 2023,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
10 Aug 2023,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
05 Dec 2022,Spend Money,Mailboxes Etc,,Mailboxes Etc,mailboxes etc,Postage and Carriage,100.0,mailboxes etc,True,,,
08 Oct 2024,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
05 May 2021,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
06 May 2021,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
20 May 2021,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
12 Jul 2021,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
21 Oct 2021,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
07 Feb 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
13 May 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
14 Jul 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
18 Jul 2022,Spend Money,Central Dispatch Services,,Central Dispatch Services,central dispatch services,Postage and Carriage,100.0,central dispatch services,True,,,
18 Jul 2022,Spend Money,Dynamic Freight Shipping,,Dynamic Freight Shipping,dynamic freight shipping,Postage and Carriage,100.0,dynamic freight shipping,True,,,
20 Jul 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
01 Aug 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
02 Aug 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
26 Aug 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
06 Sep 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
22 Sep 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
22 Sep 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
03 Nov 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
16 Nov 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
18 Nov 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
06 Dec 2022,Spend Money,Latest Weybridge,,Latest Weybridge,latest weybridge,Postage and Carriage,100.0,latest weybridge,True,,,
16 Dec 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
16 Dec 2022,Spend Money,Post Office,,Post Office,post office,Postage and Carriage,100.0,post office,True,,,
